CLIENTE;NOMBRE;VKORG;VTWEG;SPART;PARVW;INTERLOCUTOR;NOMBRE_INTERLOCUTOR;FECHA_CREACION;USUARIO_CREACION
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;IN;WE;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;SO;AG;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;SO;RE;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;SO;RG;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;SO;WE;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;TM;AG;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;TM;RE;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;TM;RG;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000007856;CARMINE RICCIOLINO PALOMBINO;COTT;TT;TM;WE;0000007856;CARMINE RICCIOLINO PALOMBINO;20220708;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;SO;AG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;SO;RE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;SO;RG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;SO;WE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TG;AG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TG;RE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TG;RG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TG;WE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TM;AG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TM;RE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TM;RG;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008007;JUANA VAZQUEZ RODRIGUEZ;COTT;TT;TM;WE;0000008007;JUANA VAZQUEZ RODRIGUEZ;20220928;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;AG;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;RE;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;RG;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;WE;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;WE;9000002139;AB LOS CUATES;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;WE;9000003655;COMEDOR DANNY;20260516;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;IN;WE;9000003257;MINISUPER EL CENTRO;20260413;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;AG;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;RE;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;RG;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;0000008077;RUTA TRADICIONAL CUITLAHUAC;20221104;DIRECCIONCS
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000391;AB CATA AMATLAN;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001676;AB FABY;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000393;AB DOS REGALOS;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000394;AB DYAP YOLA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000002131;AB DON JULIO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000396;AB EL REFUGIO;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000397;AB IRMA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000398;AB LAURA TRAPICHE;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000399;AB LUPITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000400;AB MICAELA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000401;AB NELLY;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000402;AB PERLITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000403;AB SINAI;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000404;AB TEYSA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000405;AB Y PAPELERIA JOU-SARIS;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000406;MINI SUPER SOFI;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000407;PLAZA ACACIHUA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000408;SUPER CENTER;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000409;TIENDA DICONSA LOS ANGELES;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000410;AB JAVIER;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000411;AB VERO AMATLAN;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000412;AB LA SURTIDITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000413;AB ROTULOS;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000414;AB LILIA AMATLAN;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000415;AB NADIA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000416;AB EL GALLO;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000417;AB EMERSON;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000418;AB ISABEL;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000419;SAN JUDITAS;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000420;AB GESURI;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000421;AB ANITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000422;AB DOMINGUEZ;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000423;AB NADIA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000424;AB LA TIENDITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000425;AB DIAZ;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000426;AB DE TODO UN POCO;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000427;AB JUQUILITA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000002136;AB EL CRUCERO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000429;CARNICERÕA REY;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000430;AB URIEL;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000431;AB BLANCA NIEVES;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000432;AB LA BENDICION;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000433;MISC CHIO;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000434;SUPER 3 R;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000435;AB MARICELA;20260301;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000766;AB DON MARIANO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000768;AB JALISCO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000769;AB LUPITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000770;AB MARY;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000771;AB MAYTE;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000772;AB SAMUEL;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000773;AB SAN JUDITAS;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000774;AB SAN VALENTIN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000002139;AB LOS CUATES;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000776;SUPER CENTRO LA UNO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000777;SUPER CUITLAHUAC 1;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000778;SUPER CUITLAHUAC 2;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000779;SUPER LA MICHOACANA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000780;AB DON MELQUIADES;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000781;AB LOPEZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000782;AB EL CAPRICHO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000783;AB GESURI;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000784;MINISUPER LUPITA CUITLAHUAC;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000785;AB TELLO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000786;AB OAXACA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000787;AB SANDY;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000788;AB MA EUGENIA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000789;ESTETICA DE ANSELMO ORREGA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000790;AB LA ESCONDIDA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000791;AB ISRA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000792;DICONSA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000793;AB GARCIA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000794;PANADERIA EL HORNITO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000795;AB DONA LALA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000796;DULCERIA LOS CACHITOS;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000797;VERDULERIA LA OAXACA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000799;PLAZA COMERCIA SORIANO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000800;LA CASA DE LA ABUELA AMPARO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000000801;MINISUPER LOVATO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001194;AB DANY TLILAPAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001195;AB SANTO DOMINGO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000003967;AB LUCY;20260711;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001197;AB AYLIN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001198;AB CASTILLO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001199;AB CRUZ TLILAPAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001200;AB EUSIMMAR;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001201;AB GLORIA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001202;AB HERNANDEZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001203;AB JANETH;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001204;AB JUQUILITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001205;AB LA PRESA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001206;AB LA VENTANITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001207;AB LOLITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001208;AB LOS BERROS;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001209;AB RICH;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001210;AB YATZIRI;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001211;AB ZARETH;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001212;FRUTAS Y VERDURAS FRUTILANDIA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001213;MISCELANEA FANY TLILAPAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001214;SURTI POC PENIEL;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001215;FRUTAS Y VERDURAS JUANITO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001216;AB ABUELITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001217;AB VAZQUEZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001670;AB DOMINGUEZ;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001219;AB LA TIENDITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001220;LOS TRES JOSE;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001221;AB SOFI;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001222;AB JUQUILITA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001223;AB KARLA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001224;ABARROTES Y REGALOS TLILAPAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001225;AB LUZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001226;AB GABRIELA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001227;DEPOSITO MORALES;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001228;AB ESTELA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001229;AB NORMA;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001230;AB SAN MIGUEL;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001683;AB LAS CUMBRES MALTRATA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001232;PANADERIA AM…RICA MICHEL;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001233;AB DONA RUFI;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001234;AB FRUTAS Y VERDURAS JESUS;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001235;AB DILAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001236;AB RAMIREZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001237;CARNITAS RAMIREZ;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001238;ANTOJITOS CHARITO;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001239;AB JOSELIN TLILAPAN;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001240;AB VIBRAS;20260302;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001664;AB 3 HERMANOS;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001690;AB Y PAPELERIA EL CYBER;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001666;AB BERNA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001667;AB CATA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000003891;AB MI TIENDITA;20260626;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001669;AB CHALITO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001668;AB CHABE;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001671;AB DON PERI;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001672;AB EL JILGUERO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001673;AB EL NUEVO MUNDO DE DON PACO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001692;CARNICERIA LA JOSE MALTRATA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001675;AB ENRIQUEZ;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001674;AB EL TIO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001677;AB FLOR;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001678;AB HERNANDEZ;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001679;AB JESSICA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001680;AB LA ESQUINITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001718;PANADERIA LUPITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001682;AB LALITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001681;AB LA TIENDITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001684;AB MARIA DE JESUS;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001685;AB MAY2;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001686;AB MERI-VER;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001687;AB REYNA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000002124;DICONSA TECAMALUCAN;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001689;AB Y PAPELERIA ANA LAURA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000002127;AB EL FRESNO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001691;AB YOLIS;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001688;AB SARAHI MALTRATA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001693;MISCELANEA VERANZA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001694;PAPELERIA Y AB JARDIN;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001695;TIENDAS DELZ;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001696;TIENDAS DELZ 2;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001697;AB MINERVA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001698;AB ROSITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001699;AB ORLANDO;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001700;AB HILDA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001701;AB EL COMETA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001702;AB CASA FUENTES;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001703;AB VALERIA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001704;AB LA VENTANITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001705;AB CORONITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001706;AB LA TIENDITA;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001707;MONCHIS;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001708;GENESIS;20260304;PORTAL
0000008077;RUTA TRADICIONAL CUITLAHUAC;COTT;TT;SO;WE;9000001709;FARMACIA FATIMA;20260304;PORTAL
